SalesOrderNumber,OrderDate,ProductKey,SalesTerritoryKey,Quantity,UnitPrice,Sales,Cost
SO57037,11/5/2019,400,3,1,37.15,37.15,27.49
SO57041,11/6/2019,566,3,1,445.41,445.41,461.44
SO57041,11/6/2019,507,3,1,200.05,200.05,199.85
SO57041,11/6/2019,503,3,1,200.05,200.05,199.85
SO57041,11/6/2019,565,3,1,445.41,445.41,461.44
SO57041,11/6/2019,502,3,1,200.05,200.05,199.85
SO57052,11/7/2019,483,3,1,72,72,44.88
SO57116,11/17/2019,287,3,1,202.33,202.33,204.63
SO57148,11/23/2019,512,3,1,218.45,218.45,199.38
SO57148,11/23/2019,513,3,1,218.45,218.45,199.38
SO57148,11/23/2019,597,3,1,323.99,323.99,294.58
SO57165,11/26/2019,525,3,1,158.43,158.43,144.59
SO58928,12/3/2019,214,3,1,20.99,20.99,13.09
SO58928,12/3/2019,400,3,1,37.15,37.15,27.49
SO58928,12/3/2019,517,3,1,31.58,31.58,23.37
SO58928,12/3/2019,598,3,1,323.99,323.99,294.58
SO58928,12/3/2019,544,3,1,48.59,48.59,35.96
SO58928,12/3/2019,512,3,1,218.45,218.45,199.38
SO58928,12/3/2019,599,3,1,323.99,323.99,294.58
SO58928,12/3/2019,309,3,1,818.7,818.7,747.2
SO58928,12/3/2019,475,3,1,41.99,41.99,26.18
SO58928,12/3/2019,524,3,1,158.43,158.43,144.59
SO58928,12/3/2019,592,3,1,338.99,338.99,308.22
SO58928,12/3/2019,402,3,1,72.16,72.16,53.4
SO58928,12/3/2019,542,3,1,24.29,24.29,17.98
SO58928,12/3/2019,591,3,1,338.99,338.99,308.22
SO58928,12/3/2019,532,3,1,149.87,149.87,136.79
SO58970,12/12/2019,382,3,1,672.29,672.29,713.08
SO58970,12/12/2019,388,3,1,672.29,672.29,713.08
SO58970,12/12/2019,408,3,1,72.16,72.16,53.4
SO58970,12/12/2019,390,3,1,672.29,672.29,713.08
SO58996,12/16/2019,434,3,1,356.9,356.9,360.94
SO58996,12/16/2019,546,3,1,37.25,37.25,27.57
SO58996,12/16/2019,545,3,1,24.29,24.29,17.98
SO58996,12/16/2019,388,3,1,672.29,672.29,713.08
SO59005,12/18/2019,515,3,1,16.27,16.27,12.04
SO59009,12/18/2019,546,3,1,37.25,37.25,27.57
SO59015,12/19/2019,475,3,1,41.99,41.99,26.18
SO59025,12/20/2019,499,3,1,602.35,602.35,601.74
SO59025,12/20/2019,565,3,1,445.41,445.41,461.44
SO59040,12/23/2019,498,3,1,602.35,602.35,601.74
SO59057,12/27/2019,225,3,1,5.39,5.39,6.92
SO59057,12/27/2019,475,3,1,41.99,41.99,26.18
SO59058,12/27/2019,533,3,1,149.87,149.87,136.79
SO59058,12/27/2019,298,3,1,809.76,809.76,739.04
SO59058,12/27/2019,558,3,1,242.99,242.99,179.82
SO59058,12/27/2019,514,3,1,63.9,63.9,47.29
SO59058,12/27/2019,524,3,1,158.43,158.43,144.59
SO59058,12/27/2019,594,3,1,338.99,338.99,308.22
SO59058,12/27/2019,588,3,1,461.69,461.69,419.78
SO59058,12/27/2019,309,3,1,818.7,818.7,747.2
SO59058,12/27/2019,531,3,1,149.87,149.87,136.79
SO59058,12/27/2019,290,3,1,818.7,818.7,747.2
SO61174,1/1/2020,382,3,1,672.29,672.29,713.08
SO61174,1/1/2020,605,3,1,323.99,323.99,343.65
SO61189,1/6/2020,222,3,1,20.99,20.99,13.09
SO61206,1/13/2020,476,3,1,41.99,41.99,26.18
SO63152,2/7/2020,502,3,1,200.05,200.05,199.85
SO63152,2/7/2020,499,3,1,602.35,602.35,601.74
SO63152,2/7/2020,496,3,1,602.35,602.35,601.74
SO63152,2/7/2020,586,3,1,445.41,445.41,461.44
SO63162,2/8/2020,545,3,1,24.29,24.29,17.98
SO63183,2/12/2020,599,3,1,323.99,323.99,294.58
SO63183,2/12/2020,544,3,1,48.59,48.59,35.96
SO63194,2/15/2020,559,3,1,12.14,12.14,8.99
SO63194,2/15/2020,532,3,1,149.87,149.87,136.79
SO63194,2/15/2020,465,3,1,14.69,14.69,9.16
SO63194,2/15/2020,474,3,1,41.99,41.99,26.18
SO63194,2/15/2020,531,3,1,149.87,149.87,136.79
SO63194,2/15/2020,558,3,1,242.99,242.99,179.82
SO65205,3/10/2020,487,3,1,32.99,32.99,20.57
SO65205,3/10/2020,390,3,1,672.29,672.29,713.08
SO65205,3/10/2020,546,3,1,37.25,37.25,27.57
SO65205,3/10/2020,606,3,1,323.99,323.99,343.65
SO65205,3/10/2020,388,3,1,672.29,672.29,713.08
SO65215,3/11/2020,384,3,1,672.29,672.29,713.08
SO65215,3/11/2020,605,3,1,323.99,323.99,343.65
SO65215,3/11/2020,545,3,1,24.29,24.29,17.98
SO65221,3/12/2020,588,3,1,461.69,461.69,419.78
SO65221,3/12/2020,600,3,1,323.99,323.99,294.58
SO65221,3/12/2020,596,3,1,323.99,323.99,294.58
SO65221,3/12/2020,511,3,1,218.45,218.45,199.38
SO65221,3/12/2020,594,3,1,338.99,338.99,308.22
SO65221,3/12/2020,590,3,1,461.69,461.69,419.78
SO65281,3/24/2020,565,3,1,445.41,445.41,461.44
SO65281,3/24/2020,570,3,1,445.41,445.41,461.44
SO65281,3/24/2020,566,3,1,445.41,445.41,461.44
SO65281,3/24/2020,500,3,1,602.35,602.35,601.74
SO65281,3/24/2020,577,3,1,728.91,728.91,755.15
SO65281,3/24/2020,560,3,1,728.91,728.91,755.15
SO65281,3/24/2020,579,3,1,728.91,728.91,755.15
SO65311,3/28/2020,558,3,1,242.99,242.99,179.82
SO65311,3/28/2020,595,3,1,338.99,338.99,308.22
SO65311,3/28/2020,527,3,1,158.43,158.43,144.59
SO65311,3/28/2020,400,3,1,37.15,37.15,27.49
SO65311,3/28/2020,588,3,1,461.69,461.69,419.78
SO65311,3/28/2020,517,3,1,31.58,31.58,23.37
SO65311,3/28/2020,603,3,1,72.89,72.89,53.94
SO65311,3/28/2020,306,3,1,809.76,809.76,739.04
SO65311,3/28/2020,532,3,1,149.87,149.87,136.79
SO65311,3/28/2020,524,3,1,158.43,158.43,144.59
SO65311,3/28/2020,398,3,1,26.72,26.72,19.78
SO65311,3/28/2020,295,3,1,818.7,818.7,747.2
SO65313,3/29/2020,465,3,1,14.69,14.69,9.16
SO65313,3/29/2020,214,3,1,20.99,20.99,13.09
SO67262,4/4/2020,606,3,1,323.99,323.99,343.65
SO67262,4/4/2020,225,3,1,5.39,5.39,6.92
SO67262,4/4/2020,477,3,1,2.99,2.99,1.87
SO67262,4/4/2020,222,3,1,20.99,20.99,13.09
SO67267,4/6/2020,490,3,1,32.39,32.39,41.57
SO67267,4/6/2020,579,3,1,728.91,728.91,755.15
SO67280,4/9/2020,606,3,1,323.99,323.99,343.65
SO67280,4/9/2020,584,3,1,323.99,323.99,343.65
SO67280,4/9/2020,231,3,1,29.99,29.99,38.49
SO67280,4/9/2020,382,3,1,672.29,672.29,713.08
SO69414,5/5/2020,570,3,1,445.41,445.41,461.44
SO69414,5/5/2020,523,3,1,31.58,31.58,23.37
SO69414,5/5/2020,565,3,1,445.41,445.41,461.44
SO69414,5/5/2020,577,3,1,728.91,728.91,755.15
SO69418,5/6/2020,603,3,1,72.89,72.89,53.94
SO69418,5/6/2020,591,3,1,113,113,308.22
SO69418,5/6/2020,542,3,1,24.29,24.29,17.98
SO69418,5/6/2020,601,3,1,32.39,32.39,23.97
SO69418,5/6/2020,558,3,1,242.99,242.99,179.82
SO69418,5/6/2020,512,3,1,218.45,218.45,199.38
SO69418,5/6/2020,531,3,1,149.87,149.87,136.79
SO69418,5/6/2020,533,3,1,149.87,149.87,136.79
SO69424,5/7/2020,471,3,1,38.1,38.1,23.75
SO69424,5/7/2020,225,3,1,5.39,5.39,6.92
SO69463,5/13/2020,599,3,1,323.99,323.99,294.58
SO69468,5/14/2020,591,3,1,113,113,308.22
SO69468,5/14/2020,593,3,1,113,113,308.22
SO69468,5/14/2020,513,3,1,218.45,218.45,199.38
SO69468,5/14/2020,595,3,1,113,113,308.22
SO69468,5/14/2020,398,3,1,26.72,26.72,19.78
SO69495,5/19/2020,434,3,1,356.9,356.9,360.94
SO43676,7/15/2017,219,5,1,5.7,5.7,3.4
SO44297,10/13/2017,232,5,1,28.84,28.84,31.72
SO44318,10/31/2017,229,5,1,28.84,28.84,31.72
SO44318,10/31/2017,307,5,1,722.59,722.59,623.84
SO45796,4/14/2018,223,5,1,5.19,5.19,5.71
SO46937,8/2/2018,399,5,1,33.77,33.77,24.99
SO47416,9/17/2018,439,5,1,780.82,780.82,722.26
SO47416,9/17/2018,383,5,1,600.26,600.26,605.65
SO47968,11/2/2018,412,5,1,180.13,180.13,133.3
SO47968,11/2/2018,410,5,1,36.45,36.45,26.97
SO46615,7/6/2018,239,10,1,780.82,780.82,722.26
SO46669,7/27/2018,267,10,1,202.33,202.33,187.16
SO46669,7/27/2018,461,10,1,53.99,53.99,37.12
SO46669,7/27/2018,385,10,1,600.26,600.26,605.65
SO46669,7/27/2018,254,10,1,183.94,183.94,170.14
SO46670,7/27/2018,454,10,1,35.99,35.99,24.75
SO46670,7/27/2018,273,10,1,202.33,202.33,187.16
SO46939,8/2/2018,417,10,1,324.45,324.45,300.12
SO47007,8/20/2018,403,10,1,24.29,24.29,17.98
SO47007,8/20/2018,424,10,1,214.24,214.24,158.53
SO47007,8/20/2018,242,10,1,780.82,780.82,722.26
SO47009,8/21/2018,325,10,1,469.79,469.79,486.71
SO47009,8/21/2018,271,10,1,202.33,202.33,187.16
SO47009,8/21/2018,323,10,1,469.79,469.79,486.71
SO47009,8/21/2018,387,10,1,600.26,600.26,605.65
SO47009,8/21/2018,329,10,1,469.79,469.79,486.71
SO47009,8/21/2018,383,10,1,600.26,600.26,605.65
SO47009,8/21/2018,422,10,1,67.54,67.54,49.98
SO47009,8/21/2018,381,10,1,600.26,600.26,605.65
SO47009,8/21/2018,417,10,1,324.45,324.45,300.12
SO47009,8/21/2018,254,10,1,183.94,183.94,170.14
SO47009,8/21/2018,337,10,1,469.79,469.79,486.71
SO47009,8/21/2018,265,10,1,202.33,202.33,187.16
SO47059,8/28/2018,435,10,1,324.45,324.45,300.12
SO47060,8/29/2018,329,10,1,469.79,469.79,486.71
SO47061,8/29/2018,325,10,1,469.79,469.79,486.71
SO47061,8/29/2018,224,10,1,5.19,5.19,5.23
SO47061,8/29/2018,460,10,1,53.99,53.99,37.12
SO47061,8/29/2018,414,10,1,149.03,149.03,110.28
SO47061,8/29/2018,327,10,1,234.9,234.9,486.71
SO47061,8/29/2018,343,10,1,469.79,469.79,486.71
SO47061,8/29/2018,333,10,1,469.79,469.79,486.71
SO47061,8/29/2018,323,10,1,469.79,469.79,486.71
SO47061,8/29/2018,422,10,1,67.54,67.54,49.98
SO47353,9/2/2018,411,10,1,125.42,125.42,92.81
SO47353,9/2/2018,412,10,1,180.13,180.13,133.3
SO47388,9/11/2018,273,10,1,202.33,202.33,187.16
SO47402,9/14/2018,399,10,1,33.77,33.77,24.99
SO47402,9/14/2018,420,10,1,141.62,141.62,104.8
SO47402,9/14/2018,213,10,1,20.19,20.19,13.88
SO47402,9/14/2018,421,10,1,196.33,196.33,145.28
SO47445,9/26/2018,410,10,1,36.45,36.45,26.97
SO47445,9/26/2018,456,10,1,44.99,44.99,30.93
SO47445,9/26/2018,468,10,1,22.79,22.79,15.67
SO47445,9/26/2018,421,10,1,196.33,196.33,145.28
SO47447,9/27/2018,321,10,1,469.79,469.79,486.71
SO47447,9/27/2018,333,10,1,469.79,469.79,486.71
SO47447,9/27/2018,460,10,1,53.99,53.99,37.12
SO47447,9/27/2018,230,10,1,28.84,28.84,29.08
SO47447,9/27/2018,415,10,1,198.04,198.04,146.55
SO47447,9/27/2018,335,10,1,469.79,469.79,486.71
SO47447,9/27/2018,337,10,1,469.79,469.79,486.71
SO47447,9/27/2018,414,10,1,149.03,149.03,110.28
SO47447,9/27/2018,265,10,1,202.33,202.33,187.16
SO47447,9/27/2018,407,10,1,65.6,65.6,48.55
SO47447,9/27/2018,239,10,1,780.82,780.82,722.26
SO47447,9/27/2018,459,10,1,53.99,53.99,37.12
SO47447,9/27/2018,417,10,1,324.45,324.45,300.12
SO47447,9/27/2018,323,10,1,469.79,469.79,486.71
SO47451,9/28/2018,294,10,1,744.27,744.27,660.91
SO47669,10/4/2018,221,10,1,20.19,20.19,13.88
SO47669,10/4/2018,343,10,1,469.79,469.79,486.71
SO47669,10/4/2018,329,10,1,469.79,469.79,486.71
SO47721,10/28/2018,383,10,1,600.26,600.26,605.65
SO47721,10/28/2018,381,10,1,600.26,600.26,605.65
SO47721,10/28/2018,254,10,1,183.94,183.94,170.14
SO47721,10/28/2018,433,10,1,324.45,324.45,300.12
SO47721,10/28/2018,327,10,1,469.79,469.79,486.71
SO47721,10/28/2018,447,10,1,15,15,10.31
SO47721,10/28/2018,263,10,1,202.33,202.33,187.16
SO47721,10/28/2018,466,10,1,14.13,14.13,9.71
SO47721,10/28/2018,435,10,1,324.45,324.45,300.12
SO47721,10/28/2018,273,10,1,202.33,202.33,187.16
SO47721,10/28/2018,236,10,1,28.84,28.84,29.08
SO48028,11/15/2018,409,10,1,209.26,209.26,185.82
SO48028,11/15/2018,364,10,1,647.99,647.99,598.44
SO48032,11/16/2018,254,10,1,183.94,183.94,170.14
SO48032,11/16/2018,414,10,1,149.03,149.03,110.28
SO48035,11/16/2018,460,10,1,53.99,53.99,37.12
SO48035,11/16/2018,325,10,1,469.79,469.79,486.71
SO48035,11/16/2018,383,10,1,600.26,600.26,605.65
SO48035,11/16/2018,414,10,1,149.03,149.03,110.28
SO48035,11/16/2018,271,10,1,202.33,202.33,187.16
SO48035,11/16/2018,381,10,1,600.26,600.26,605.65
SO48086,11/29/2018,422,10,1,67.54,67.54,49.98
SO48293,12/3/2018,364,10,1,647.99,647.99,598.44
SO48293,12/3/2018,399,10,1,33.77,33.77,24.99
SO48293,12/3/2018,401,10,1,65.6,65.6,48.55
SO48293,12/3/2018,427,10,1,209.26,209.26,185.82
SO48293,12/3/2018,419,10,1,52.65,52.65,38.96
SO48293,12/3/2018,411,10,1,125.42,125.42,92.81
SO48293,12/3/2018,453,10,1,35.99,35.99,24.75
SO48329,12/14/2018,383,10,1,600.26,600.26,605.65
SO48329,12/14/2018,337,10,1,469.79,469.79,486.71
SO48386,12/28/2018,458,10,1,44.99,44.99,30.93
SO48386,12/28/2018,415,10,1,198.04,198.04,146.55
SO48386,12/28/2018,273,10,1,202.33,202.33,187.16
SO48386,12/28/2018,417,10,1,324.45,324.45,300.12
SO48386,12/28/2018,414,10,1,149.03,149.03,110.28
SO48386,12/28/2018,333,10,1,469.79,469.79,486.71
SO48386,12/28/2018,339,10,1,469.79,469.79,486.71
SO48386,12/28/2018,265,10,1,202.33,202.33,187.16
SO48386,12/28/2018,343,10,1,469.79,469.79,486.71
SO48389,12/28/2018,410,10,1,36.45,36.45,26.97
SO48389,12/28/2018,409,10,1,209.26,209.26,185.82
SO48389,12/28/2018,394,10,1,20.52,20.52,15.18
SO48399,12/31/2018,468,10,1,22.79,22.79,15.67
SO48771,1/22/2019,263,10,1,202.33,202.33,187.16
SO48771,1/22/2019,286,10,1,183.94,183.94,170.14
SO48771,1/22/2019,433,10,1,324.45,324.45,300.12
SO48771,1/22/2019,331,10,1,469.79,469.79,486.71
SO48771,1/22/2019,389,10,1,600.26,600.26,605.65
SO48772,1/22/2019,323,10,1,469.79,469.79,486.71
SO48772,1/22/2019,327,10,1,469.79,469.79,486.71
SO48772,1/22/2019,329,10,1,469.79,469.79,486.71
SO48790,1/30/2019,216,10,1,20.19,20.19,13.88
SO49062,2/6/2019,366,10,1,647.99,647.99,598.44
SO49062,2/6/2019,427,10,1,209.26,209.26,185.82
SO49062,2/6/2019,233,10,1,28.84,28.84,29.08
SO49062,2/6/2019,420,10,1,141.62,141.62,104.8
SO49062,2/6/2019,456,10,1,44.99,44.99,30.93
SO49065,2/6/2019,385,10,1,600.26,600.26,605.65
SO49065,2/6/2019,343,10,1,469.79,469.79,486.71
SO49065,2/6/2019,331,10,1,469.79,469.79,486.71
SO49065,2/6/2019,389,10,1,600.26,600.26,605.65
SO49164,2/28/2019,469,10,1,22.79,22.79,15.67
SO49165,2/28/2019,327,10,1,469.79,469.79,486.71
SO49450,3/3/2019,364,10,1,647.99,647.99,598.44
SO49461,3/6/2019,469,10,1,22.79,22.79,15.67
SO49461,3/6/2019,468,10,1,22.79,22.79,15.67
SO49510,3/20/2019,335,10,1,469.79,469.79,486.71
SO49510,3/20/2019,383,10,1,600.26,600.26,605.65
SO49510,3/20/2019,381,10,1,600.26,600.26,605.65
SO49510,3/20/2019,389,10,1,600.26,600.26,605.65
SO49510,3/20/2019,333,10,1,469.79,469.79,486.71
SO49510,3/20/2019,331,10,1,469.79,469.79,486.71
SO49510,3/20/2019,387,10,1,600.26,600.26,605.65
SO49510,3/20/2019,456,10,1,44.99,44.99,30.93
SO49521,3/24/2019,305,10,1,736.15,736.15,653.7
SO49521,3/24/2019,409,10,1,209.26,209.26,185.82
SO49521,3/24/2019,366,10,1,647.99,647.99,598.44
SO49546,3/31/2019,469,10,1,22.79,22.79,15.67
SO49862,4/18/2019,327,10,1,469.79,469.79,486.71
SO49862,4/18/2019,329,10,1,469.79,469.79,486.71
SO49891,4/28/2019,239,10,1,780.82,780.82,722.26
SO49891,4/28/2019,448,10,1,11.99,11.99,8.25
SO49891,4/28/2019,273,10,1,202.33,202.33,187.16
SO49891,4/28/2019,263,10,1,202.33,202.33,187.16
SO49891,4/28/2019,439,10,1,780.82,780.82,722.26
SO49891,4/28/2019,385,10,1,600.26,600.26,605.65
SO49891,4/28/2019,381,10,1,600.26,600.26,605.65
SO49891,4/28/2019,242,10,1,780.82,780.82,722.26
SO49891,4/28/2019,339,10,1,469.79,469.79,486.71
SO49891,4/28/2019,383,10,1,600.26,600.26,605.65
SO49891,4/28/2019,213,10,1,20.19,20.19,13.88
SO49891,4/28/2019,429,10,1,324.45,324.45,300.12
SO49891,4/28/2019,389,10,1,600.26,600.26,605.65
SO50237,5/13/2019,453,10,1,35.99,35.99,24.75
SO50237,5/13/2019,297,10,1,736.15,736.15,653.7
SO50275,5/21/2019,224,10,1,5.19,5.19,5.23
SO50281,5/21/2019,343,10,1,469.79,469.79,486.71
SO50281,5/21/2019,221,10,1,20.19,20.19,13.88
SO50281,5/21/2019,458,10,1,44.99,44.99,30.93
SO50281,5/21/2019,323,10,1,469.79,469.79,486.71
SO50281,5/21/2019,333,10,1,469.79,469.79,486.71
SO50281,5/21/2019,456,10,1,44.99,44.99,30.93
SO50281,5/21/2019,460,10,1,53.99,53.99,37.12
SO50317,5/31/2019,447,10,1,15,15,10.31
SO50662,6/2/2019,409,10,1,209.26,209.26,185.82
SO50662,6/2/2019,399,10,1,33.77,33.77,24.99
SO50662,6/2/2019,427,10,1,209.26,209.26,185.82
SO50662,6/2/2019,410,10,1,36.45,36.45,26.97
SO50662,6/2/2019,365,10,1,647.99,647.99,598.44
SO50662,6/2/2019,308,10,1,744.27,744.27,660.91
SO50679,6/7/2019,267,10,1,202.33,202.33,187.16
SO50679,6/7/2019,286,10,1,183.94,183.94,170.14
SO50728,6/22/2019,396,10,1,74.84,74.84,55.38
SO50728,6/22/2019,466,10,1,14.13,14.13,9.71
SO51083,7/1/2019,214,10,1,15.75,15.75,13.09
SO51084,7/2/2019,501,10,1,72.88,72.88,53.93
SO51084,7/2/2019,572,10,1,334.06,334.06,461.44
SO51084,7/2/2019,577,10,1,728.91,728.91,755.15
SO51084,7/2/2019,563,10,1,953.63,953.63,1
SO51084,7/2/2019,514,10,1,63.9,63.9,47.29
SO51084,7/2/2019,554,10,1,54.94,54.94,40.66
SO51084,7/2/2019,564,10,1,953.63,953.63,1
SO51084,7/2/2019,568,10,1,334.06,334.06,461.44
SO51120,7/15/2019,525,10,1,158.43,158.43,144.59
SO51120,7/15/2019,594,10,1,338.99,338.99,308.22
SO51120,7/15/2019,402,10,1,72.16,72.16,53.4
SO51120,7/15/2019,517,10,1,31.58,31.58,23.37
SO51120,7/15/2019,475,10,1,41.99,41.99,26.18
SO51120,7/15/2019,514,10,1,63.9,63.9,47.29
SO51120,7/15/2019,549,10,1,218.45,218.45,199.38
SO51120,7/15/2019,542,10,1,24.29,24.29,17.98
SO51120,7/15/2019,550,10,1,149.87,149.87,136.79
SO51120,7/15/2019,598,10,1,323.99,323.99,294.58
SO51120,7/15/2019,290,10,1,818.7,818.7,747.2
SO51120,7/15/2019,534,10,1,149.87,149.87,136.79
SO51120,7/15/2019,480,10,1,1.37,1.37,0.86
SO51120,7/15/2019,526,10,1,158.43,158.43,144.59
SO51120,7/15/2019,603,10,1,72.89,72.89,53.94
SO51120,7/15/2019,543,10,1,37.25,37.25,27.57
SO51120,7/15/2019,592,10,1,338.99,338.99,308.22
SO51135,7/17/2019,488,10,1,32.39,32.39,41.57
SO51135,7/17/2019,231,10,1,29.99,29.99,38.49
SO51143,7/20/2019,240,10,1,858.9,858.9,868.63
SO51143,7/20/2019,386,10,1,672.29,672.29,713.08
SO51143,7/20/2019,546,10,1,37.25,37.25,27.57
SO51143,7/20/2019,255,10,1,202.33,202.33,204.63
SO51143,7/20/2019,404,10,1,26.72,26.72,19.78
SO51143,7/20/2019,481,10,1,5.39,5.39,3.36
SO51143,7/20/2019,430,10,1,356.9,356.9,360.94
SO51738,8/9/2019,510,10,1,200.05,200.05,199.85
SO51768,8/15/2019,404,10,1,26.72,26.72,19.78
SO51771,8/16/2019,546,10,1,37.25,37.25,27.57
SO51771,8/16/2019,545,10,1,24.29,24.29,17.98
SO51771,8/16/2019,390,10,1,672.29,672.29,713.08
SO51771,8/16/2019,418,10,1,356.9,356.9,360.94
SO51771,8/16/2019,408,10,1,72.16,72.16,53.4
SO51771,8/16/2019,384,10,1,672.29,672.29,713.08
SO51785,8/18/2019,571,10,1,334.06,334.06,461.44
SO51785,8/18/2019,521,10,1,16.27,16.27,12.04
SO51787,8/18/2019,442,10,1,858.9,858.9,868.63
SO51812,8/20/2019,400,10,1,37.15,37.15,27.49
SO51820,8/22/2019,606,10,1,323.99,323.99,343.65
SO51820,8/22/2019,487,10,1,32.99,32.99,20.57
SO51820,8/22/2019,231,10,1,29.99,29.99,38.49
SO51823,8/22/2019,509,10,1,200.05,200.05,199.85
SO51823,8/22/2019,585,10,1,334.06,334.06,461.44
SO51823,8/22/2019,495,10,1,602.35,602.35,601.74
SO51823,8/22/2019,570,10,1,334.06,334.06,461.44
SO51823,8/22/2019,504,10,1,200.05,200.05,199.85
SO51823,8/22/2019,505,10,1,200.05,200.05,199.85
SO51823,8/22/2019,494,10,1,602.35,602.35,601.74
SO51823,8/22/2019,498,10,1,602.35,602.35,601.74
SO51823,8/22/2019,571,10,1,334.06,334.06,461.44
SO51823,8/22/2019,577,10,1,728.91,728.91,755.15
SO53453,9/1/2019,503,10,1,200.05,200.05,199.85
SO53455,9/2/2019,309,10,1,818.7,818.7,747.2
SO53455,9/2/2019,531,10,1,149.87,149.87,136.79
SO53455,9/2/2019,598,10,1,323.99,323.99,294.58
SO53455,9/2/2019,402,10,1,72.16,72.16,53.4
SO53455,9/2/2019,527,10,1,158.43,158.43,144.59
SO53455,9/2/2019,600,10,1,323.99,323.99,294.58
SO53455,9/2/2019,596,10,1,323.99,323.99,294.58
SO53455,9/2/2019,298,10,1,809.76,809.76,739.04
SO53455,9/2/2019,533,10,1,149.87,149.87,136.79
SO53455,9/2/2019,599,10,1,323.99,323.99,294.58
SO53455,9/2/2019,597,10,1,323.99,323.99,294.58
SO53458,9/2/2019,507,10,1,200.05,200.05,199.85
SO53458,9/2/2019,494,10,1,602.35,602.35,601.74
SO53472,9/4/2019,520,10,1,31.58,31.58,23.37
SO53495,9/9/2019,518,10,1,16.27,16.27,12.04
SO53511,9/11/2019,542,10,1,24.29,24.29,17.98
SO53511,9/11/2019,477,10,1,2.99,2.99,1.87
SO53511,9/11/2019,544,10,1,48.59,48.59,35.96
SO53511,9/11/2019,511,10,1,218.45,218.45,199.38
SO53562,9/21/2019,547,10,1,48.59,48.59,35.96
SO53562,9/21/2019,243,10,1,858.9,858.9,868.63
SO53562,9/21/2019,463,10,1,14.69,14.69,9.16
SO53573,9/23/2019,463,10,1,14.69,14.69,9.16
SO53573,9/23/2019,531,10,1,149.87,149.87,136.79
SO53573,9/23/2019,513,10,1,218.45,218.45,199.38
SO53577,9/23/2019,499,10,1,602.35,602.35,601.74
SO53577,9/23/2019,521,10,1,16.27,16.27,12.04
SO53577,9/23/2019,217,10,1,20.99,20.99,13.09
SO53577,9/23/2019,548,10,1,48.59,48.59,35.96
SO53577,9/23/2019,500,10,1,602.35,602.35,601.74
SO53577,9/23/2019,569,10,1,334.06,334.06,461.44
SO53577,9/23/2019,585,10,1,334.06,334.06,461.44
SO53577,9/23/2019,572,10,1,334.06,334.06,461.44
SO53624,9/30/2019,553,10,1,27.65,27.65,20.46
SO53624,9/30/2019,563,10,1,953.63,953.63,1
SO55236,10/3/2019,566,10,1,445.41,445.41,461.44
SO55236,10/3/2019,555,10,1,63.9,63.9,47.29
SO55236,10/3/2019,572,10,1,445.41,445.41,461.44
SO55236,10/3/2019,552,10,1,54.89,54.89,40.62
SO55236,10/3/2019,501,10,1,72.88,72.88,53.93
SO55236,10/3/2019,578,10,1,728.91,728.91,755.15
SO55236,10/3/2019,603,10,1,72.89,72.89,53.94
SO55236,10/3/2019,559,10,1,12.14,12.14,8.99
SO55268,10/12/2019,603,10,1,72.89,72.89,53.94
SO55268,10/12/2019,552,10,1,54.89,54.89,40.62
SO55268,10/12/2019,559,10,1,12.14,12.14,8.99
SO55268,10/12/2019,512,10,1,218.45,218.45,199.38
SO55268,10/12/2019,532,10,1,149.87,149.87,136.79
SO55268,10/12/2019,531,10,1,149.87,149.87,136.79
SO55268,10/12/2019,599,10,1,323.99,323.99,294.58
SO55268,10/12/2019,525,10,1,158.43,158.43,144.59
SO55268,10/12/2019,593,10,1,338.99,338.99,308.22
SO55268,10/12/2019,398,10,1,26.72,26.72,19.78
SO55268,10/12/2019,515,10,1,16.27,16.27,12.04
SO55270,10/12/2019,579,10,1,728.91,728.91,755.15
SO55270,10/12/2019,483,10,1,72,72,44.88
SO55288,10/17/2019,390,10,1,672.29,672.29,713.08
SO55288,10/17/2019,546,10,1,37.25,37.25,27.57
SO55288,10/17/2019,605,10,1,323.99,323.99,343.65
SO55323,10/29/2019,547,10,1,48.59,48.59,35.96
SO55323,10/29/2019,545,10,1,24.29,24.29,17.98
SO57014,11/1/2019,548,10,1,48.59,48.59,35.96
SO57018,11/2/2019,554,10,1,54.94,54.94,40.66
SO57083,11/11/2019,234,10,1,29.99,29.99,38.49
SO57083,11/11/2019,386,10,1,672.29,672.29,713.08
SO57083,11/11/2019,217,10,1,20.99,20.99,13.09
SO57083,11/11/2019,388,10,1,672.29,672.29,713.08
SO57115,11/17/2019,605,10,1,323.99,323.99,343.65
SO57166,11/26/2019,408,10,1,72.16,72.16,53.4
SO57178,11/28/2019,475,10,1,41.99,41.99,26.18
SO57179,11/28/2019,546,10,1,37.25,37.25,27.57
SO57179,11/28/2019,484,10,1,4.77,4.77,2.97
SO57179,11/28/2019,605,10,1,323.99,323.99,343.65
SO57179,11/28/2019,217,10,1,20.99,20.99,13.09
SO57180,11/28/2019,500,10,1,602.35,602.35,601.74
SO57180,11/28/2019,493,10,1,200.05,200.05,199.85
SO57180,11/28/2019,554,10,1,54.94,54.94,40.66
SO57180,11/28/2019,523,10,1,31.58,31.58,23.37
SO57180,11/28/2019,497,10,1,602.35,602.35,601.74
SO57184,11/29/2019,475,10,1,41.99,41.99,26.18
SO58905,12/1/2019,591,10,1,338.99,338.99,308.22
